1,2,3,4
0.077959,0.095537,0.10291,0.05659
0.077288,0.097354,0.10507,0.055908
0.078647,0.096321,0.1045,0.055436
0.077176,0.095229,0.10044,0.055615
0.077874,0.096669,0.10662,0.056526
0.07734,0.094895,0.10645,0.055028
0.075222,0.095124,0.10324,0.056114
0.07771,0.096031,0.10416,0.055809
0.077225,0.094276,0.102,0.056441
0.078165,0.096944,0.10179,0.055233
0.07779,0.09553,0.10267,0.056541
0.077204,0.094536,0.1043,0.055218
0.075363,0.094585,0.10256,0.056242
0.078094,0.09652,0.10654,0.056984
0.078197,0.095935,0.10609,0.055789
0.0789,0.096114,0.10421,0.055223
0.076325,0.095419,0.10543,0.056012
0.077144,0.095732,0.10576,0.055491
0.075458,0.095098,0.10362,0.055926
0.078678,0.096287,0.10631,0.055736
0.077888,0.09633,0.10297,0.05572
0.07875,0.096298,0.10385,0.056441
0.076924,0.096846,0.10276,0.056425
0.078083,0.095505,0.10241,0.056824
0.076143,0.095831,0.10415,0.056292
0.078379,0.095457,0.10341,0.055755
0.07694,0.09584,0.10317,0.056195
0.07684,0.096228,0.10498,0.055698
0.077036,0.096742,0.102,0.055956
0.077707,0.096483,0.10239,0.056186
0.078024,0.09726,0.10355,0.056535
0.077313,0.095238,0.10332,0.055776
0.076508,0.096156,0.10551,0.055337
0.076488,0.095632,0.10317,0.055559
0.077797,0.095217,0.10444,0.05731
0.0769,0.096218,0.1042,0.055944
0.076778,0.093902,0.10408,0.05526
0.078453,0.097096,0.106,0.056935
0.076466,0.095597,0.10293,0.055784
0.077222,0.096752,0.10246,0.055103
0.075945,0.094715,0.10456,0.056061
0.079405,0.09614,0.10468,0.05645
0.077692,0.095982,0.10527,0.055594
0.078141,0.097649,0.10361,0.056885
0.077794,0.095997,0.1048,0.055966
0.077101,0.096656,0.10225,0.05607
0.078517,0.096645,0.10533,0.055026
0.078284,0.095336,0.10626,0.056127
0.079633,0.096837,0.10316,0.056088
0.076835,0.094468,0.10326,0.05495
0.077483,0.097582,0.10414,0.055407
0.076562,0.095398,0.10261,0.054375
0.076749,0.095365,0.10307,0.055779
0.076786,0.095669,0.10526,0.056174
0.075443,0.094865,0.10229,0.05549
0.076348,0.096952,0.10549,0.055499
0.076772,0.095799,0.10648,0.055668
0.076651,0.094905,0.10305,0.055261
0.07713,0.095678,0.10665,0.055253
0.078195,0.096662,0.10443,0.055878
0.078705,0.095697,0.10538,0.055242
0.07814,0.097247,0.10545,0.056316
0.076952,0.096848,0.10353,0.055904
0.078195,0.097378,0.10434,0.05655
0.07569,0.095878,0.10113,0.054057
0.077159,0.095766,0.10117,0.055678
0.077764,0.096044,0.1047,0.055572
0.077058,0.09568,0.1049,0.056088
0.077194,0.096788,0.10529,0.055307
0.076295,0.095284,0.10395,0.055968
0.076346,0.097223,0.10882,0.055146
0.076552,0.096312,0.10384,0.05557
0.075936,0.096156,0.10278,0.057128
0.076655,0.09472,0.10251,0.055412
0.077235,0.0965,0.10333,0.055254
0.075651,0.09517,0.10178,0.055543
0.079313,0.09563,0.10517,0.056398
0.077306,0.096483,0.10367,0.055477
0.076826,0.095752,0.10558,0.05674
0.076894,0.095777,0.10254,0.05542
0.077824,0.09529,0.10172,0.055149
0.078909,0.097581,0.10606,0.056515
0.079427,0.096504,0.10154,0.055701
0.077163,0.094669,0.10342,0.055153
0.077726,0.095477,0.10413,0.055402
0.076895,0.095016,0.10197,0.056184
0.078887,0.096747,0.10317,0.055875
0.077331,0.095215,0.10083,0.055879
0.077795,0.096421,0.10458,0.055503
0.076583,0.095541,0.10016,0.055125
0.078003,0.095722,0.10235,0.054278
0.077591,0.096474,0.10371,0.055519
0.078089,0.096424,0.10435,0.055606
0.078231,0.096256,0.10185,0.056058
0.077729,0.097138,0.1031,0.057107
0.076764,0.094621,0.10059,0.05462
0.078569,0.09555,0.10257,0.055244
0.076611,0.09545,0.10067,0.055307
0.07581,0.095274,0.10061,0.054738
0.077298,0.095413,0.10029,0.055845
0.075925,0.096217,0.1018,0.055698
0.078732,0.096,0.10114,0.055953
0.075928,0.095409,0.1012,0.055652
0.07598,0.095045,0.1008,0.056237
0.077085,0.09497,0.098753,0.055468
0.077235,0.095344,0.10081,0.055337
0.076515,0.095426,0.10331,0.055474
0.075642,0.094538,0.10037,0.054739
0.078523,0.095772,0.10261,0.056112
0.076757,0.095586,0.10356,0.055184
0.078216,0.096145,0.10173,0.055908
0.076971,0.095967,0.1058,0.055842
0.079482,0.096648,0.10297,0.057965
0.075794,0.095109,0.10048,0.055091
0.07764,0.095669,0.10096,0.056332
0.075741,0.095241,0.10016,0.054187
0.078627,0.094859,0.10295,0.056951
0.077859,0.095682,0.10037,0.056424
0.077989,0.095439,0.099615,0.056005
0.078143,0.095756,0.1047,0.056595
0.077011,0.096443,0.1019,0.056225
0.076546,0.095857,0.10493,0.05471
0.075693,0.093624,0.10162,0.054467
0.076972,0.096238,0.10177,0.056017
0.077004,0.09476,0.10116,0.055984
0.07909,0.096117,0.10464,0.055807
0.077451,0.094908,0.10063,0.055933
0.076989,0.096388,0.10245,0.055131
0.077838,0.095871,0.10351,0.056132
0.076344,0.09407,0.10127,0.056268
0.07604,0.094978,0.10104,0.055267
0.076214,0.094508,0.10185,0.055626
0.077581,0.096082,0.10023,0.056261
0.077072,0.09579,0.10087,0.056817
0.077118,0.093583,0.098635,0.054939
0.076784,0.093752,0.10083,0.054892
0.078448,0.095895,0.10335,0.056803
0.077722,0.095761,0.10402,0.056102
0.077343,0.094326,0.10372,0.054453
0.079298,0.096618,0.10478,0.056654
0.077929,0.094694,0.10207,0.05662
0.077349,0.095576,0.10048,0.05692
0.077781,0.095873,0.10367,0.055786
0.07802,0.094895,0.10001,0.055944
0.078855,0.096486,0.10202,0.056194
0.077939,0.094819,0.099225,0.055742
0.07738,0.095156,0.10124,0.055718
0.07639,0.094766,0.1025,0.055245
0.077729,0.094326,0.10154,0.054783
0.077987,0.09428,0.10216,0.055455
0.077436,0.094438,0.10156,0.055685
0.076773,0.094741,0.10215,0.055058
0.076809,0.095098,0.10241,0.056587
0.07862,0.095671,0.10076,0.055804
0.077999,0.096004,0.10345,0.056353
0.077625,0.095356,0.10004,0.056506
0.078248,0.09477,0.10275,0.057374
0.076521,0.094939,0.097907,0.055337
0.0785,0.095385,0.10198,0.057699
0.076897,0.095288,0.10094,0.055007
0.07825,0.095187,0.099585,0.05584
0.07852,0.094926,0.10475,0.05552
0.078935,0.095664,0.10021,0.055998
0.077875,0.095277,0.10226,0.056735
0.077479,0.09441,0.10154,0.055559
0.078238,0.094797,0.10012,0.055331
0.076588,0.093566,0.10141,0.055453
0.07729,0.095359,0.10473,0.057055
0.076009,0.093746,0.099169,0.055582
0.077562,0.096652,0.099802,0.0557
0.078574,0.095264,0.10326,0.056485
0.076612,0.095882,0.10507,0.056518
0.077752,0.095814,0.10045,0.056615
0.076344,0.09467,0.10505,0.056711
0.076635,0.096094,0.1019,0.056386
0.076154,0.094845,0.099223,0.055664
0.076512,0.096441,0.10008,0.056207
0.078991,0.095063,0.10106,0.055661
0.076927,0.094677,0.10096,0.055906
0.076952,0.094551,0.10251,0.056189
0.077397,0.095965,0.10156,0.056395
0.077073,0.095543,0.101,0.055752
0.077671,0.095802,0.10105,0.056624
0.075941,0.094145,0.099839,0.055224
0.078884,0.096349,0.103,0.055453
0.077904,0.095341,0.1012,0.056157
0.077864,0.095683,0.10028,0.055603
0.07768,0.094347,0.10171,0.056087
0.076031,0.093783,0.10156,0.054884
0.076534,0.095298,0.1025,0.055253
0.078913,0.094358,0.10207,0.056034
0.078282,0.095478,0.099627,0.055451
0.078085,0.095696,0.10215,0.056652
0.078314,0.094933,0.10353,0.055763
0.076155,0.095037,0.1016,0.055505
0.07681,0.094561,0.10077,0.056501
0.077829,0.09492,0.10073,0.054787
0.078799,0.094707,0.099767,0.05694
0.07677,0.095107,0.10089,0.055598
0.078605,0.095054,0.10245,0.055978
0.078688,0.094857,0.10113,0.056683
0.079297,0.095012,0.10173,0.056135
0.077353,0.094766,0.099019,0.05563
0.079136,0.094399,0.099766,0.05598
0.076694,0.09422,0.097675,0.055592
0.078039,0.095295,0.10003,0.055729
0.077358,0.093662,0.10091,0.055702
0.077236,0.091951,0.10049,0.055194
0.078023,0.094096,0.10306,0.055414
0.078499,0.095062,0.10046,0.056242
0.076637,0.093649,0.099559,0.055506
0.078236,0.095741,0.10094,0.055182
0.076483,0.093771,0.09964,0.055227
0.077258,0.095289,0.10197,0.056106
0.076666,0.094267,0.098611,0.055392
0.077924,0.096556,0.099881,0.056458
0.07736,0.093723,0.1024,0.056154
0.078011,0.095248,0.10422,0.057151
0.077399,0.094695,0.10493,0.057381
0.078571,0.095159,0.10105,0.05677
0.076985,0.093982,0.1014,0.05636
0.078797,0.09463,0.10129,0.056492
0.078176,0.096216,0.10576,0.055787
0.077763,0.09494,0.10237,0.057098
0.078601,0.094614,0.10221,0.055473
0.079632,0.095586,0.10083,0.056415
0.075829,0.0952,0.10293,0.055568
0.077459,0.093922,0.10007,0.056461
0.076626,0.094259,0.10082,0.0551
0.078928,0.094323,0.10156,0.056073
0.077452,0.093911,0.098643,0.05593
0.078173,0.09423,0.099111,0.055971
0.077431,0.095827,0.10035,0.055738
0.076488,0.093081,0.10018,0.055463
0.078021,0.094273,0.098586,0.057109
0.078721,0.096464,0.10267,0.056093
0.078915,0.096235,0.10236,0.056219
0.078202,0.093668,0.096933,0.05538
0.07694,0.094668,0.098352,0.056289
0.078093,0.094739,0.10095,0.055992
0.077396,0.093621,0.10132,0.054599
0.078854,0.094761,0.099927,0.055518
0.076733,0.093764,0.10098,0.055406
0.077324,0.093893,0.09973,0.05533
0.077237,0.094209,0.09825,0.05487
0.078599,0.094454,0.10143,0.055569
0.078691,0.093499,0.10094,0.056126
0.076323,0.095368,0.099349,0.056172
0.07797,0.09384,0.099579,0.055708
0.077796,0.095105,0.10032,0.055436
0.077037,0.094397,0.10096,0.055379
0.079103,0.095034,0.099273,0.055835
0.07614,0.093702,0.10176,0.056276
0.078102,0.095354,0.10173,0.05583
0.078752,0.095389,0.09869,0.055426
0.077906,0.094156,0.099961,0.056012
0.077054,0.094541,0.10095,0.055528
0.075566,0.093689,0.098724,0.056364
0.075408,0.093619,0.097859,0.055306
0.076827,0.093631,0.10058,0.05465
0.078255,0.094546,0.099277,0.055749
0.07572,0.094466,0.099631,0.056037
0.079551,0.096054,0.1021,0.056099
0.078545,0.094719,0.10122,0.056744
0.078656,0.094357,0.10037,0.055533
0.078023,0.095461,0.09999,0.056828
0.077328,0.094129,0.098052,0.054885
0.077201,0.093947,0.099383,0.055587
0.07748,0.093785,0.10129,0.055706
0.076891,0.092044,0.099329,0.05625
0.078455,0.09426,0.10237,0.056109
0.0769,0.093969,0.10178,0.056019
0.079112,0.093886,0.1005,0.056192
0.077632,0.092422,0.099644,0.056349
0.077099,0.092939,0.09881,0.054558
0.075975,0.09253,0.099834,0.054409
0.076839,0.093111,0.10155,0.055849
0.077738,0.094382,0.10246,0.055799
0.077188,0.094684,0.099398,0.055885
0.078293,0.094167,0.09999,0.055718
0.076631,0.094486,0.098019,0.055803
0.07888,0.095612,0.10144,0.05535
0.078849,0.094641,0.10026,0.056034
0.076846,0.094346,0.1008,0.055515
0.077955,0.094812,0.099243,0.055355
0.076745,0.094074,0.10097,0.05528
0.075786,0.092976,0.09687,0.054983
0.07722,0.093212,0.099977,0.055823
0.078315,0.09413,0.10107,0.056447
0.077946,0.09446,0.1024,0.056417
0.077066,0.095504,0.10161,0.055532
0.077919,0.093761,0.099423,0.056041
0.077885,0.094947,0.10396,0.056148
0.077416,0.09368,0.099957,0.05479
0.078663,0.094222,0.099965,0.055602
0.076185,0.093295,0.099917,0.05534
0.075424,0.09451,0.096939,0.055913
0.076442,0.093802,0.099668,0.055608
0.078305,0.093339,0.10126,0.055964
0.078159,0.094427,0.099285,0.055348
0.076539,0.094171,0.10353,0.055121
0.078329,0.094621,0.10018,0.057226
0.077347,0.093609,0.098205,0.056127
0.077176,0.092706,0.099493,0.055802
0.07628,0.093867,0.099118,0.05524
0.078943,0.093505,0.099832,0.055231
0.077705,0.094504,0.10392,0.056262
0.077763,0.09312,0.10188,0.055809
0.077444,0.094358,0.10221,0.054826
0.075698,0.092321,0.10169,0.054948
0.077247,0.095021,0.1013,0.056318
0.076701,0.093394,0.10101,0.054812
0.076272,0.092407,0.098921,0.056652
0.075629,0.094644,0.099624,0.055151
0.078426,0.093114,0.10141,0.056269
0.078419,0.094355,0.099348,0.055871
0.07837,0.093409,0.10073,0.05515
0.078226,0.095539,0.10203,0.0564
0.079373,0.094549,0.10091,0.054983
0.079087,0.095096,0.1002,0.055357
0.077658,0.094501,0.099893,0.055981
0.077288,0.095067,0.10031,0.056029
0.079033,0.093747,0.099808,0.055509
0.074493,0.092402,0.09596,0.055113
0.077657,0.094124,0.10275,0.055498
0.078051,0.093783,0.10021,0.055576
0.075791,0.092744,0.09881,0.055106
0.076972,0.094366,0.10134,0.054887
0.074411,0.092337,0.096268,0.055138
0.077702,0.093002,0.098609,0.056174
0.076801,0.093561,0.10058,0.056382
0.076916,0.094375,0.099431,0.054986
0.076665,0.091975,0.097791,0.055323
0.076591,0.093434,0.10157,0.054893
0.07664,0.092863,0.10068,0.056569
0.077469,0.092426,0.10015,0.05538
0.077848,0.095352,0.10032,0.056236
0.076553,0.093423,0.10048,0.055316
0.076788,0.091716,0.097723,0.055981
0.077474,0.093494,0.1008,0.055347
0.077419,0.093662,0.10095,0.055864
0.077731,0.093277,0.10043,0.055088
0.078212,0.093833,0.099258,0.055712
0.07722,0.092437,0.099894,0.056208
0.077042,0.092954,0.098441,0.054656
0.076842,0.093996,0.10183,0.056231
0.078461,0.094415,0.10033,0.055495
0.077576,0.09339,0.099914,0.055912
0.077021,0.094291,0.10141,0.05535
0.076616,0.094035,0.099016,0.055744
0.078183,0.094979,0.10137,0.05624
0.07745,0.093521,0.099813,0.056005
0.0766,0.092958,0.1005,0.054943
0.076726,0.093604,0.099244,0.057119
0.07725,0.09451,0.099712,0.055774
0.077994,0.093923,0.099622,0.055573
0.077909,0.093521,0.099338,0.05545
0.077739,0.094473,0.099913,0.054963
0.076745,0.092975,0.098001,0.055042
0.078238,0.093935,0.10005,0.055814
0.078365,0.094664,0.098923,0.055085
0.077684,0.093347,0.10224,0.057257
0.077029,0.092377,0.099536,0.055069
0.078651,0.09505,0.098162,0.056573
0.078627,0.09356,0.099781,0.055799
0.077814,0.094081,0.10212,0.05533
0.077645,0.093596,0.099421,0.055323
0.077437,0.093072,0.099451,0.055635
0.077264,0.09446,0.10243,0.056153
0.07772,0.093069,0.10199,0.054464
0.078671,0.09399,0.10409,0.056209
0.078771,0.093994,0.099127,0.055262
0.079084,0.093847,0.099883,0.056788
0.076348,0.093972,0.098599,0.055722
0.07634,0.093738,0.10056,0.055174
0.077126,0.094113,0.10058,0.055885
0.079336,0.094489,0.10083,0.055747
0.07742,0.094471,0.10103,0.054513
0.079074,0.094136,0.10138,0.055554
0.079612,0.093947,0.10112,0.05603
0.078927,0.093169,0.098815,0.056275
0.078036,0.093615,0.096865,0.055916
0.077755,0.094042,0.098898,0.055614
0.079863,0.094991,0.10031,0.056677
0.079181,0.093333,0.10169,0.056488
0.078539,0.094794,0.099857,0.056176
0.079789,0.095177,0.10445,0.057065
0.07835,0.095084,0.10183,0.056017
0.077836,0.092938,0.099687,0.055896
0.077576,0.093557,0.098762,0.054783
0.076531,0.092608,0.097972,0.055362
0.0777,0.094101,0.10175,0.055001
0.077021,0.092038,0.10035,0.055378
0.078466,0.094043,0.10172,0.056501
0.076219,0.09256,0.099579,0.054318
0.077329,0.093776,0.1015,0.055587
0.077771,0.094234,0.098554,0.056445
0.078838,0.093873,0.099936,0.055007
0.076167,0.09169,0.099913,0.056504
0.07893,0.094575,0.099249,0.055115
0.078041,0.093088,0.10134,0.055244
0.077239,0.093857,0.10082,0.055089
0.077905,0.092419,0.098946,0.056239
0.077315,0.093791,0.10094,0.054753
0.077964,0.094067,0.10329,0.054898
0.076209,0.09218,0.10002,0.054864
0.077036,0.093165,0.10032,0.055104
0.077192,0.094406,0.098886,0.055707
0.075879,0.093168,0.09961,0.056232
0.077157,0.092086,0.10108,0.055346
0.077048,0.093868,0.10008,0.055378
0.076529,0.092147,0.099539,0.055812
0.076241,0.09288,0.099763,0.056303
0.079057,0.094219,0.10123,0.056083
0.075283,0.092548,0.098602,0.055051
0.075905,0.092637,0.098805,0.054447
0.077965,0.092859,0.099935,0.055997
0.078259,0.092722,0.099324,0.056463
0.078527,0.09326,0.098974,0.055944
0.076485,0.092988,0.09666,0.054859
0.077903,0.092377,0.098385,0.055324
0.077312,0.092406,0.10049,0.056484
0.078808,0.094049,0.10072,0.056871
0.07749,0.093892,0.099258,0.055012
0.077038,0.092517,0.10101,0.054581
0.07653,0.091737,0.098588,0.055781
0.077917,0.093169,0.098495,0.055356
0.078409,0.092882,0.10079,0.055535
0.078083,0.094522,0.10079,0.05547
0.07957,0.094509,0.10094,0.056713
0.077952,0.09405,0.10034,0.05582
0.07894,0.093629,0.099349,0.056118
0.079413,0.094742,0.1012,0.055812
0.07952,0.093976,0.099952,0.055791
0.078645,0.094106,0.099152,0.055573
0.078315,0.093464,0.099433,0.05546
0.077863,0.092674,0.10282,0.054994
0.081962,0.094405,0.10133,0.056278
0.077257,0.093601,0.10001,0.055948
0.078693,0.091945,0.099642,0.05592
0.077567,0.093335,0.10069,0.056422
0.078696,0.092517,0.099636,0.055363
0.077778,0.09438,0.10217,0.055358
0.075971,0.092421,0.1006,0.054443
0.078392,0.093284,0.09986,0.055454
0.079459,0.093522,0.10115,0.055871
0.076937,0.092366,0.099868,0.054632
0.078562,0.092809,0.10069,0.055913
0.079969,0.094105,0.1033,0.056964
0.079921,0.093515,0.1,0.056082
0.080578,0.094721,0.10065,0.05731
0.078311,0.093236,0.10013,0.055608
0.078914,0.092791,0.10051,0.056373
0.078596,0.093554,0.10062,0.055749
0.078243,0.091577,0.10022,0.055351
0.079855,0.094377,0.10051,0.05678
0.077554,0.09259,0.099805,0.056006
0.082643,0.093696,0.10139,0.05675
0.084664,0.094735,0.10093,0.056733
0.084694,0.093528,0.099436,0.055901
0.08351,0.092975,0.098843,0.057147
0.083083,0.094161,0.098686,0.056271
0.084644,0.092346,0.10149,0.056296
0.086315,0.095825,0.10363,0.058043
0.08482,0.094426,0.1017,0.057717
0.083116,0.093663,0.1025,0.056134
0.084039,0.094083,0.099931,0.056275
0.084162,0.094161,0.099997,0.05632
0.085844,0.093074,0.10077,0.056423
0.084688,0.09323,0.09836,0.055804
0.087335,0.093694,0.099167,0.056307
0.085059,0.092387,0.099836,0.056479
0.085543,0.094,0.1012,0.056419
0.087381,0.093721,0.099584,0.056179
0.087265,0.095308,0.1001,0.056326
0.088218,0.094368,0.10267,0.057879
0.085967,0.094693,0.10112,0.056978
0.085771,0.092628,0.099482,0.05767
0.087023,0.093777,0.10041,0.055964
0.087974,0.093633,0.10366,0.056293
0.088546,0.092556,0.099883,0.056616
0.086479,0.09192,0.099199,0.055029
0.089525,0.093795,0.101,0.056939
0.085981,0.093066,0.096909,0.056244
0.088605,0.094122,0.09972,0.056279
0.089164,0.093348,0.10044,0.056927
0.087691,0.093767,0.10011,0.056298
0.087859,0.093436,0.10027,0.056897
0.08924,0.094236,0.098976,0.056188
0.086411,0.093308,0.10044,0.055909
0.088906,0.093885,0.099925,0.056066
0.088235,0.094455,0.10095,0.057024
0.087285,0.0923,0.099426,0.055876
0.087102,0.091934,0.099302,0.056705
0.088896,0.094302,0.10022,0.056698
0.088504,0.093414,0.10228,0.055832
0.090377,0.094189,0.10037,0.05607
0.088737,0.093232,0.098081,0.055995
0.087999,0.093369,0.10327,0.056056
0.089885,0.09287,0.10021,0.055958
0.089515,0.095619,0.10286,0.056106
0.088542,0.093905,0.099812,0.056091
0.088823,0.093528,0.098601,0.05653
0.090521,0.093449,0.098625,0.055541
0.091027,0.09573,0.098872,0.057858
0.090215,0.093361,0.099564,0.055877
0.091401,0.093984,0.1,0.056348
0.090454,0.092968,0.098888,0.056256
0.09242,0.09409,0.10184,0.05727
0.089598,0.092736,0.099933,0.056121
0.090074,0.09323,0.098216,0.056101
0.091454,0.094173,0.099882,0.057189
0.09216,0.093339,0.10107,0.057634
0.090198,0.093745,0.099422,0.056113
0.091482,0.094116,0.10106,0.057426
0.091201,0.093349,0.098195,0.05711
0.089982,0.093201,0.098039,0.055625
0.090173,0.093926,0.10175,0.055941
0.0918,0.094087,0.098846,0.057423
0.092279,0.095023,0.099957,0.057233
0.090768,0.092782,0.099572,0.057077
0.091969,0.094557,0.099134,0.055568
0.091821,0.095078,0.10221,0.05643
0.0907,0.095247,0.10093,0.056526
0.091386,0.094253,0.10076,0.056536
0.091499,0.09394,0.10149,0.057051
0.09353,0.093457,0.098247,0.056103
0.092325,0.0938,0.098912,0.055573
0.092539,0.094613,0.099695,0.056578
0.092155,0.093809,0.099232,0.056393
0.093713,0.094491,0.10219,0.056065
0.093546,0.094222,0.098966,0.05483
0.093949,0.09529,0.10003,0.056607
0.094838,0.095694,0.10265,0.056905
0.095235,0.094245,0.10116,0.055924
0.096205,0.094786,0.098977,0.057746
0.094889,0.094365,0.098907,0.056524
0.095158,0.094406,0.099325,0.057421
0.095957,0.092781,0.10149,0.056792
0.096603,0.095608,0.10011,0.057645
0.096634,0.093974,0.099282,0.057521
0.095365,0.094782,0.099366,0.05729
0.095816,0.095059,0.10026,0.057707
0.095261,0.09573,0.1018,0.057679
0.094642,0.095123,0.10039,0.057377
0.093607,0.093706,0.097589,0.056046
0.098812,0.094115,0.10139,0.058251
0.095422,0.094588,0.099871,0.057121
0.095978,0.094037,0.10115,0.057071
0.097291,0.094684,0.1014,0.056857
0.096854,0.0953,0.098632,0.056695
0.096447,0.09345,0.097613,0.057097
0.096448,0.093643,0.099249,0.05658
0.095978,0.095733,0.10024,0.057746
0.096252,0.09263,0.10149,0.057213
0.093915,0.094508,0.1,0.05662
0.098132,0.094604,0.099187,0.057058
0.097413,0.09357,0.1035,0.057466
0.094419,0.09268,0.10001,0.056832
0.096654,0.094417,0.099044,0.057416
0.09624,0.093078,0.10034,0.0577
0.097726,0.093594,0.098433,0.056607
0.098011,0.092952,0.10076,0.057144
0.095198,0.094869,0.097972,0.057228
0.097832,0.094075,0.10079,0.057085
0.098819,0.094468,0.098845,0.056682
0.099761,0.093648,0.099035,0.057298
0.098733,0.094893,0.098542,0.057521
0.098388,0.093905,0.098772,0.057003
0.098294,0.0948,0.099274,0.056653
0.097636,0.094417,0.099035,0.057362
0.098768,0.094099,0.10052,0.056907
0.10407,0.09409,0.10232,0.057216
0.10672,0.09348,0.099179,0.05826
0.10531,0.094319,0.10217,0.05782
0.10569,0.09566,0.099591,0.058433
0.10656,0.09423,0.098251,0.057651
0.10458,0.093665,0.098906,0.057665
0.10613,0.094152,0.099292,0.059178
0.10654,0.093718,0.099874,0.056831
0.1033,0.094275,0.10025,0.058363
0.10632,0.09369,0.099246,0.058243
0.10631,0.093908,0.10105,0.058147
0.10495,0.09373,0.10138,0.057406
0.10592,0.094597,0.10271,0.057864
0.1047,0.094924,0.099356,0.059208
0.10694,0.094649,0.098356,0.058577
0.10695,0.094354,0.10076,0.059999
0.10497,0.092925,0.097499,0.058249
0.10453,0.093717,0.098197,0.058183
0.10643,0.093931,0.10026,0.058332
0.10719,0.093517,0.10053,0.060238
0.1052,0.093574,0.098131,0.057821
0.10392,0.093137,0.096624,0.058429
0.10649,0.093539,0.10002,0.058183
0.1066,0.092962,0.098775,0.059362
0.10525,0.095187,0.10053,0.057517
0.10325,0.095196,0.10167,0.057662
0.10234,0.093747,0.10222,0.058465
0.10517,0.094431,0.098355,0.058825
0.10311,0.093566,0.099544,0.057845
0.10443,0.093932,0.099436,0.057752
0.10553,0.095367,0.10093,0.058193
0.10562,0.09536,0.099035,0.058542
0.10352,0.094344,0.098778,0.058364
0.10434,0.094706,0.10117,0.057938
0.10513,0.093709,0.097883,0.057144
0.10511,0.094696,0.098595,0.057778
0.10484,0.093889,0.099379,0.058878
0.10561,0.095244,0.099394,0.058444
0.10743,0.09296,0.098192,0.058169
0.10748,0.095577,0.10006,0.058599
0.10549,0.09311,0.09868,0.057758
0.10545,0.094837,0.10046,0.058852
0.106,0.094632,0.1001,0.058621
0.10577,0.094515,0.10005,0.058377
0.10698,0.094524,0.098708,0.059248
0.10746,0.093784,0.10221,0.057902
0.10858,0.095478,0.099918,0.058936
0.10694,0.094812,0.098961,0.058322
0.10605,0.092861,0.098492,0.058037
0.10763,0.095441,0.099889,0.058834
0.10959,0.094014,0.099177,0.057421
0.10676,0.093816,0.098733,0.057077
0.11006,0.095059,0.10015,0.059072
